"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-01","0.00",",,S","56","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-02","0.00","B,,S","57","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-03","0.00",",,S","59","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-04","0.00","B,,S","60","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-05","1.97",",,S","55","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-06","0.01",",,S","53","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-07","3.15",",,S","53","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-08","0.20",",,S","52","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-09","0.00",",,S","54","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-10","0.00",",,S","56","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-11","0.00",",,S","54","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-12","0.00",",,S","55","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-13","0.00","B,,S","54","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-14","0.00",",,S","56","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-15","0.00",",,S","56","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-16","0.00",",,S","55","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-17","0.00",",,S","58","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-18","0.00",",,S","54","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-19","0.00",",,S","61","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-20","0.00",",,S","59","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-21","0.00","B,,S","54","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-22","0.12",",,S","55","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-23","0.00",",,S","53","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-24","0.00",",,S","52","H,,S",,,"38",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-25","0.00",",,S","53","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-26","0.00",",,S","53","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-27","0.00",",,S","54","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-28","0.00","B,,S","55","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-29","0.00","B,,S","58","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-30","0.00",",,S","60","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01-31","0.00","B,,S","63","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-01","0.00",",,S","61","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-02","0.00",",,S","63","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-03","0.00",",,S","61","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-04","0.00",",,S","59","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-05","0.00",",,S","56","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-06","0.00","B,,S","55","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-07","0.00",",,S","58","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-08","0.00",",,S","56","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-09","0.08",",,S","60","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-10","0.00",",,S","61","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-11","0.00",",,S","61","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-12","0.00",",,S","63","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-13","0.00","B,,S","63","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-14","0.00",",,S","64","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-15","0.00",",,S","65","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-16","0.00",",,S","64","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-17","0.00",",,S","66","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-18","0.00",",,S","65","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-19","0.00","B,,S","66","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-20",,,"67","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-21","0.00",",,S","72","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-22","0.00",",,S","66","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-23","0.00",",,S","65","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-24","0.00",",,S","65","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-25","0.00","B,,S","68","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-26","0.00",",,S","64","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-27","0.00",",,S","64","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02-28","0.00",",,S","65","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-01","0.00",",,S","68","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-02","0.00",",,S","64","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-03","0.01",",,S","66","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-04","0.00",",,S","68","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-05","0.00","B,,S","70","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-06","0.00",",,S","70","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-07","0.00","B,,S","69","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-08","0.00",",,S","71","H,,S","83",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-09","0.00",",,S","74","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-10","0.00",",,S","76","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-11","0.00",",,S","78","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-12","0.00",",,S","79","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-13","0.00",",,S","81","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-14","0.00",",,S","84","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-15","0.00",",,S","84","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-16","0.00",",,S","85","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-17","0.00",",,S","87","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-18","0.00","B,,S","85","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-19","0.00",",,S","81","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-20","0.00",",,S","83","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-21","0.00",",,S","84","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-22","0.00",",,S","82","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-23","0.00",",,S","80","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-24","0.00",",,S","79","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-25","0.00",",,S","80","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-26","0.00",",,S","83","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-27","0.00",",,S","86","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-28","0.00","B,,S","87","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-29","0.00",",,S","86","H,,S",,,"67",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-30","0.00","B,,S","84","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03-31","0.00",",,S","86","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-01","0.00","B,,S","86","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-02","0.00",",,S","85","H,,S","109",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-03",,,"87","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-04","0.00",",,S","86","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-05","0.00",",,S","88","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-06","0.00","B,,S","89","H,,S",,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-07","0.00",",,S","94","H,,S","113",",,S","67",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-09","0.00",",,S","92","H,,S","113",",,S","74",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-10","0.00",",,S","91","H,,S","114",",,S","71",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-11","0.00",",,S","91","H,,S","108",",,S","73",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-12","0.00","B,,S","91","H,,S","108",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-13","0.00",",,S","88","H,,S","104",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-14","0.00",",,S","89","H,,S","108",",,S","74",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-15","0.00",",,S","91","H,,S","110",",,S","68",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-16","0.00",",,S","88","H,,S","111",",,S","70",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-17","0.00",",,S","90","H,,S","110",",,S","74",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-18","0.00",",,S","90","H,,S","107",",,S","78",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-19","0.00",",,S","92","H,,S","108",",,S","80",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-20","0.00",",,S","90","H,,S","106",",,S","77",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-21","0.00","B,,S","90","H,,S","107",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-22","0.00",",,S","81","H,,S","98",",,S","71",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-23","0.00",",,S","89","H,,S","104",",,S","74",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-24","0.00",",,S","91","H,,S","108",",,S","77",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-25","0.00",",,S","94","H,,S","111",",,S","75",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-26","0.00",",,S","92","H,,S","109",",,S","75",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-04-27","0.00",",,S","95","H,,S","114",",,S","77",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-01",,,"100","H,,S","117",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-02","0.00","B,,S","94","H,,S","110",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-03","0.00",",,S","92","H,,S","102",",,S","79",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-04","0.31",",,S","88","H,,S","99",",,S","69",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-05","0.00",",,S","90","H,,S","103",",,S","79",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-06","0.00","B,,S","92","H,,S","105",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-07","0.00",",,S","93","H,,S","111",",,S","78",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-09","0.00",",,S","93","H,,S","112",",,S","79",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-10","0.00",",,S","92","H,,S",,,"80",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-11","0.00","B,,S","96","H,,S","112",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-12","0.00",",,S","97","H,,S","117",",,S","83",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-13","0.00",",,S","96","H,,S","114",",,S","82",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-14","0.00",",,S","102","H,,S","117",",,S","77",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-15","0.00",",,S","100","H,,S","116",",,S","88",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-16","0.00","B,,S","96","H,,S","110",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-17","0.00",",,S","97","H,,S","112",",,S","82",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-18","0.00",",,S","97","H,,S","110",",,S","82",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-19","0.00",",,S","99","H,,S","113",",,S","84",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-20","0.00",",,S","95","H,,S","111",",,S","81",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-21","0.00",",,S","95","H,,S","111",",,S","84",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-22","0.00","B,,S","96","H,,S","113",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-23","0.00","B,,S","94","H,,S","103",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-24","0.00",",,S","90","H,,S","102",",,S","78",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-25","0.00",",,S","96","H,,S","108",",,S","79",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-26","0.00",",,S","96","H,,S","109",",,S","83",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-27","0.00","B,,S","97","H,,S","108",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-28","0.00",",,S","96","H,,S","111",",,S","84",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-29",,,"100","H,,S","111",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-30","0.00",",,S","91","H,,S","107",",,S","77",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05-31","0.00","B,,S","94","H,,S","112",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-01","0.00",",,S","92","H,,S","107",",,S","80",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-02","0.00","B,,S","96","H,,S","112",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-03","0.00",",,S","94","H,,S","114",",,S","73",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-04",,,"99","H,,S","111",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-05","0.00","B,,S","97","H,,S","112",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-06","0.00",",,S","94","H,,S","113",",,S","82",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-07","0.00",",,S","94","H,,S","110",",,S","81",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-08","0.00",",,S","95","H,,S","110",",,S","81",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-09","0.00",",,S","96","H,,S","110",",,S","81",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-10","0.00","B,,S","96","H,,S","110",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-11","0.00",",,S","94","H,,S","108",",,S","81",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-12","0.00",",,S","95","H,,S","107",",,S","82",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-13","0.00",",,S","95","H,,S","107",",,S","84",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-14",,,"99","H,,S","108",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-15","0.00",",,S","98","H,,S","111",",,S","85",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-16",,,"100","H,,S","108",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-17","0.00",",,S","93","H,,S","102",",,S","84",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-18","0.11",",,S","89","H,,S","98",",,S","78",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-19","0.00",",,S","89","H,,S","98",",,S","80",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-20","0.00",",,S","92","H,,S","102",",,S","79",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-21","0.91","B,,S","78","H,,S","85",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-22","0.00","B,,S","79","H,,S","88",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-23","0.00","B,,S","90","H,,S","99",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-24","0.00",",,S","96","H,,S","108",",,S","80",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-25","0.00",",,S","97","H,,S","112",",,S","81",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-26","0.00","B,,S","97","H,,S","108",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-27","0.00",",,S","96","H,,S","108",",,S","83",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-28","0.00",",,S","98","H,,S","110",",,S","86",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-29","0.00",",,S","98","H,,S","110",",,S","89",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06-30","0.00",",,S","96","H,,S","108",",,S","85",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-01","0.00","B,,S","96","H,,S","104",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-03","0.00",",,S","93","H,,S","105",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-04","0.00",",,S","91","H,,S","104",",,S","83",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-05","0.09",",,S","96","H,,S","107",",,S","84",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-06","0.00",",,S","86","H,,S","106",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-07","2.40",",,S","87","H,,S","95",",,S","78",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-08","0.13",",,S","92","H,,S","103",",,S","78",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-09","0.00",",,S","91","H,,S","104",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-10",,,"85","H,,S","94",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-11","0.00","B,,S","89","H,,S","98",",,S","80",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-12","0.00",",,S","91","H,,S","103",",,S","83",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-13","0.00","B,,S","94","H,,S","103",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-14","0.00",",,S","85","H,,S","100",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-15","1.81",",,S","85","H,,S","91",",,S","74",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-16","0.00",",,S","87","H,,S","95",",,S","79",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-17","0.00",",,S","84","H,,S","93",",,S","80",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-18","0.67",",,S","87","H,,S","95",",,S","80",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-19","0.00",",,S","93","H,,S","101",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-20","0.00",",,S","92","H,,S","101",",,S","84",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-21","0.00",",,S","88","H,,S","99",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-22","0.64",",,S","84","H,,S","93",",,S","77",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-23","0.07",",,S","83","H,,S","92",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-24","1.24",",,S","80","H,,S","82",",,S","77",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-25","0.39",",,S","82","H,,S","88",",,S","77",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-26","0.00",",,S","82","H,,S","92",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-27","0.20",",,S","85","H,,S","96",",,S","80",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-28","1.94",",,S","86","H,,S","91",",,S","79",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-29","0.00",",,S","89","H,,S","96",",,S","81",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-30","0.00",",,S","91","H,,S","98",",,S","82",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07-31","0.00",",,S","89","H,,S","97",",,S","82",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-01",,,"92","H,,S","98",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-02","0.00",",,S","90","H,,S","100",",,S","83",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-03","0.00",",,S","91","H,,S","101",",,S","84",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-04","0.00",",,S","92","H,,S","103",",,S","84",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-05","0.00",",,S","92","H,,S","101",",,S","83",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-06","0.00",",,S","87","H,,S","93",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-07","0.00",",,S","92","H,,S","101",",,S","81",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-08","0.00","B,,S","93","H,,S","101",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-10","0.00",",,S","92","H,,S","102",",,S","86",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-11","0.00","B,,S","94","H,,S","103",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-12","0.00",",,S","89","H,,S","97",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-13","0.63",",,S","84","H,,S","94",",,S","78",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-14","2.21",",,S","85","H,,S","90",",,S","78",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-15","0.00",",,S","86","H,,S","95",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-16","0.00",",,S","85","H,,S","96",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-17","0.71",",,S","81","H,,S","84",",,S","78",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-18","0.83",",,S","80","H,,S","85",",,S","78",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-19","0.46",",,S","80","H,,S","103",",,S","77",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-20","0.06",",,S","79","H,,S","84",",,S","77",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-21","0.51",",,S","85","H,,S","91",",,S","76",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-22","0.00",",,S","87","H,,S","94",",,S","80",",,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-23","0.00",",,S","86","H,,S","97",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-24","0.02","B,,S","82","H,,S","89",",,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08-26",,,"82","H,,S",,,,
